CustomerID,Customer_Segment,Acquisition_Date,Age,Gender,Job_Category,Annual_Income,Education_Level,Marital_Status,Household_Size,Product,Quantity,Unit_Price,Discount_Applied,Payment_Method,Revenue,Customer_Lifetime_Value,Profit_Margin,Loyalty_Score,Loyalty_Tier,Customer_Satisfaction,Purchase_Frequency,Days_Since_Last_Purchase,Newsletter_Subscribed,Support_Tickets,Email_Open_Rate,Social_Media_Engagement,Purchase_Date,Purchase_Hour,Season,Is_Weekend,Days_to_Next_Purchase,Churned,Churn_Risk_Score,Return_Rate,Payment_Delay_Days,Customer_Acquisition_Cost,Marketing_Channel,First_Purchase_Channel,Net_Revenue,Revenue_per_Unit,CLV_to_CAC_Ratio,Engagement_Score,Profitability_Score,Age_Group,Revenue_Tier,Seasonal_Factor,Purchase_Month,Purchase_Quarter,Purchase_Year,Days_Since_Acquisition,Acquisition_Month,Cohort_Index
C29310,Regular,2023-04-15,26,Female,Retail,37111,High School,Single,3,Product_A,3,26.38,0.082,PayPal,206,946,0.549,3.8,Bronze,1.0,16,44,1,1,0.583,0.145,2024-12-24,15,Winter,0,6,1,95.6,0.03,0,184,Social,App,189.108,68.67,5.14,0.594,0.61,18-30,Low,1.4,12,4,2024,619,2023-04,20
C29311,New,2023-12-29,56,Female,Other,30093,Bachelor,Married,2,Product_E,1,77.78,0.181,Credit Card,1649,25220,0.661,58.2,Gold,3.4,13,79,1,0,0.202,0.117,2023-09-30,17,Summer,1,2,1,36.7,0.081,2,108,Email,Store,1350.531,1649.0,233.52,0.452,10.09,46-60,High,0.9,9,3,2023,-90,2023-12,-3
C29312,Regular,2023-01-20,40,Male,Education,84370,PhD,Widowed,2,Product_A,5,53.04,0.404,Digital Wallet,1035,56280,0.287,40.1,Silver,2.3,1,8,0,0,0.559,0.333,2023-03-06,17,Spring,0,38,1,65.9,0.013,2,282,Referral,Online,616.86,207.0,199.57,0.463,1.05,31-45,High,1.2,3,1,2023,45,2023-01,2
C29313,Regular,2023-01-21,52,Male,Education,52122,Bachelor,Widowed,4,Product_B,3,36.54,0.028,PayPal,1846,13302,0.185,44.2,Silver,2.8,3,12,0,2,0.222,0.209,2024-10-30,16,Fall,0,28,1,59.6,0.122,3,50,Social,Store,1794.312,615.33,266.04,0.323,6.83,46-60,High,1.1,10,4,2024,648,2023-01,21
C29314,New,2023-06-20,42,Non-binary,IT,44687,Bachelor,Married,4,Product_A,2,75.58,0.303,Credit Card,591,9353,0.755,28.1,Silver,1.4,4,24,1,2,0.2,0.395,2023-01-13,14,Winter,0,26,1,81.2,0.01,7,50,Direct,App,411.927,295.5,187.06,0.565,8.92,31-45,Medium,1.4,1,1,2023,-158,2023-06,-5
C29315,New,2023-07-16,46,Female,Finance,44847,Bachelor,Single,1,Product_E,4,335.48,0.594,Credit Card,1947,27774,0.223,32.6,Silver,2.9,2,27,1,0,0.348,0.116,2023-01-04,14,Summer,0,156,1,76.1,0.032,9,77,Email,Store,790.4820000000001,486.75,360.7,0.524,5.64,46-60,High,0.9,1,1,2023,-193,2023-07,-6
C29316,Regular,2023-09-24,40,Male,Finance,84743,High School,Single,1,Product_D,4,131.18,0.287,Bank Transfer,998,44861,0.257,35.6,Silver,1.4,2,12,1,0,0.555,0.357,2024-09-01,10,Fall,0,4,1,72.4,0.008,1,51,Email,Online,711.5740000000001,249.5,879.63,0.667,5.03,31-45,High,1.1,9,3,2024,343,2023-09,12
C29317,New,2023-05-19,45,Female,Finance,141806,High School,Married,2,Product_A,1,56.0,0.25,Bank Transfer,569,39185,0.694,26.3,Silver,1.0,7,16,0,3,0.501,0.058,2023-12-14,15,Spring,1,11,1,82.9,0.027,1,78,Direct,Store,426.75,569.0,502.37,0.359,5.06,31-45,Medium,1.2,12,4,2023,209,2023-05,7
C29318,New,2023-03-05,57,Female,Education,89679,PhD,Married,3,Product_D,1,14.71,0.251,Credit Card,818,11149,0.689,18.2,Bronze,1.4,2,13,1,1,0.474,0.15,2023-08-21,13,Summer,0,13,1,89.3,0.129,3,89,Referral,Online,612.682,818.0,125.27,0.58,6.33,46-60,Medium,0.9,8,3,2023,169,2023-03,5
C29319,VIP,2023-08-18,23,Female,Healthcare,60426,High School,Single,4,Product_D,1,25.47,0.018,Digital Wallet,2530,43722,0.68,45.4,Silver,3.8,10,105,0,0,0.053,0.163,2024-05-27,13,Summer,0,154,0,57.6,0.093,1,60,Social,Online,2484.46,2530.0,728.7,0.207,28.67,18-30,Premium,0.9,5,2,2024,283,2023-08,9
C29320,New,2023-03-21,19,Non-binary,Finance,208697,Bachelor,Single,3,Product_A,1,25.42,0.126,PayPal,843,124539,0.254,49.8,Silver,2.1,2,17,0,0,0.595,0.082,2023-12-12,18,Fall,0,12,0,50.3,0.037,5,133,Social,Online,736.782,843.0,936.38,0.394,1.61,18-30,Medium,1.1,12,4,2023,266,2023-03,9
C29321,Regular,2023-09-08,48,Male,Finance,32392,Bachelor,Single,3,Product_A,1,50.07,0.29,Credit Card,2060,28410,0.566,59.4,Gold,4.5,2,111,0,0,0.497,0.067,2024-10-02,8,Fall,1,35,0,34.8,0.011,22,187,Direct,Online,1462.6,2060.0,151.93,0.308,6.24,46-60,Premium,1.1,10,4,2024,390,2023-09,13
C29322,Regular,2023-04-18,63,Male,Healthcare,25000,PhD,Married,2,Product_B,5,95.38,0.098,Bank Transfer,5008,22491,0.156,63.4,Gold,5.0,11,0,1,3,0.348,0.427,2023-11-17,17,Spring,1,16,1,29.0,0.055,2,237,Social,Online,4517.216,1001.6,94.9,0.633,3.3,60+,Premium,1.2,11,4,2023,213,2023-04,7
C29323,VIP,2023-05-19,67,Male,Retail,33226,Bachelor,Widowed,2,Product_C,3,97.62,0.208,Credit Card,2918,3181,0.678,14.2,Bronze,2.4,7,10,0,1,0.662,0.316,2024-05-08,10,Spring,0,36,1,91.6,0.029,7,50,Social,Store,2311.056,972.67,63.62,0.488,39.57,60+,Premium,1.2,5,2,2024,355,2023-05,12
C29324,VIP,2023-01-29,23,Female,Finance,57307,High School,Single,4,Product_C,1,32.75,0.28,Credit Card,128,243,0.44,0.7,Bronze,1.0,8,0,1,0,0.482,0.545,2023-10-02,12,Spring,0,24,1,96.4,0.006,9,149,Direct,Online,92.16,128.0,1.63,0.708,0.38,18-30,Low,1.2,10,4,2023,246,2023-01,9
C29325,VIP,2023-07-20,35,Female,Education,43228,Bachelor,Married,2,Product_B,2,29.37,0.282,PayPal,3383,6223,0.259,13.8,Bronze,2.3,8,4,1,0,0.722,0.09,2023-06-28,15,Winter,0,23,0,91.8,0.041,2,268,Referral,Online,2428.9939999999997,1691.5,23.22,0.641,3.27,31-45,Premium,1.4,6,2,2023,-22,2023-07,-1
C29326,Regular,2023-10-17,19,Female,Retail,25000,Bachelor,Single,2,Product_C,3,51.65,0.47,Credit Card,589,3979,0.512,11.0,Bronze,1.0,4,28,0,0,0.037,0.532,2023-04-04,15,Winter,1,57,0,93.1,0.003,4,283,Search,Online,312.17,196.33,14.06,0.355,1.07,18-30,Medium,1.4,4,2,2023,-196,2023-10,-6
C29327,VIP,2023-09-09,33,Male,Education,53471,PhD,Single,1,Product_A,1,20.21,0.078,PayPal,961,3122,0.225,7.0,Bronze,1.1,1,71,1,1,0.105,0.068,2024-02-05,4,Spring,0,1,0,94.6,0.176,2,50,Direct,Online,886.042,961.0,62.44,0.413,4.32,31-45,High,1.2,2,1,2024,149,2023-09,5
C29328,VIP,2023-06-18,58,Male,Other,46311,Bachelor,Widowed,2,Product_A,1,90.49,0.053,Credit Card,2126,9399,0.626,33.9,Silver,2.7,6,20,0,2,0.339,0.008,2023-10-13,17,Winter,0,8,1,74.5,0.074,1,161,Search,App,2013.322,2126.0,58.38,0.293,8.27,46-60,Premium,1.4,10,4,2023,117,2023-06,4
C29329,VIP,2023-05-15,41,Female,Finance,25000,Master,Married,3,Product_D,3,83.14,0.069,Credit Card,873,13617,0.566,34.0,Silver,3.0,5,79,1,1,0.41,0.083,2023-08-29,12,Summer,1,10,0,74.4,0.009,40,50,Social,Store,812.763,291.0,272.34,0.505,9.88,31-45,Medium,0.9,8,3,2023,106,2023-05,3
C29330,New,2023-03-01,36,Male,IT,25000,Master,Married,1,Product_A,1,20.57,0.268,Credit Card,514,8494,0.374,20.0,Bronze,1.0,5,32,0,0,0.425,0.132,2023-11-25,14,Winter,0,23,1,88.1,0.005,4,139,Search,Store,376.248,514.0,61.11,0.35,1.38,31-45,Medium,1.4,11,4,2023,269,2023-03,8
C29331,New,2023-04-27,50,Female,Other,116622,Bachelor,Single,1,Product_D,2,122.36,0.227,PayPal,884,26705,0.275,23.4,Bronze,1.6,9,19,1,1,0.597,0.076,2024-08-27,14,Spring,1,11,1,85.5,0.048,32,177,Referral,App,683.332,442.0,150.88,0.591,1.37,46-60,Medium,1.2,8,3,2024,488,2023-04,16
C29332,VIP,2023-04-04,30,Male,Other,34128,High School,Single,4,Product_A,1,76.31,0.219,PayPal,2341,9526,0.574,15.1,Bronze,1.0,6,20,1,0,0.283,0.103,2024-09-09,11,Winter,0,137,1,91.1,0.007,2,79,Referral,Online,1828.3210000000001,2341.0,120.58,0.505,17.01,18-30,Premium,1.4,9,3,2024,524,2023-04,17
C29333,VIP,2023-07-16,65,Female,Other,76817,PhD,Married,3,Product_D,1,38.32,0.26,Bank Transfer,1070,19844,0.363,15.8,Bronze,1.8,5,45,0,0,0.343,0.365,2023-01-17,19,Fall,1,41,1,90.7,0.12,6,290,Social,Store,791.8,1070.0,68.43,0.388,1.34,60+,High,1.1,1,1,2023,-180,2023-07,-6
C29334,Regular,2023-04-10,42,Female,Finance,81969,Bachelor,Single,1,Product_A,1,133.5,0.069,Digital Wallet,367,11033,0.18,17.9,Bronze,1.3,8,10,1,1,0.063,0.179,2023-02-03,21,Fall,0,56,0,89.5,0.001,0,287,Search,Store,341.677,367.0,38.44,0.467,0.23,31-45,Low,1.1,2,1,2023,-66,2023-04,-2
C29335,Regular,2023-12-30,35,Male,Retail,34264,Bachelor,Married,3,Product_B,1,67.45,0.262,Credit Card,1337,15363,0.287,34.0,Silver,2.4,9,134,1,2,0.459,0.124,2024-08-18,16,Spring,0,88,1,74.3,0.02,0,86,Social,Online,986.706,1337.0,178.64,0.501,4.46,31-45,High,1.2,8,3,2024,232,2023-12,8
C29336,New,2023-01-03,50,Female,Education,107747,Bachelor,Married,5,Product_B,1,35.46,0.421,Credit Card,1216,14133,0.055,17.1,Bronze,1.7,16,25,1,1,0.208,0.089,2023-08-14,11,Winter,0,95,1,90.0,0.035,3,50,Search,Online,704.064,1216.0,282.66,0.475,1.34,46-60,High,1.4,8,3,2023,223,2023-01,7
C29337,VIP,2023-12-09,56,Male,Healthcare,25000,Master,Married,2,Product_B,2,39.19,0.102,Bank Transfer,5973,13619,0.306,35.3,Silver,4.6,6,31,1,1,0.643,0.254,2024-05-03,16,Fall,1,11,0,72.7,0.062,15,74,Search,Online,5363.754,2986.5,184.04,0.652,24.7,46-60,Premium,1.1,5,2,2024,146,2023-12,5
C29338,New,2023-02-22,65,Female,Education,73828,Bachelor,Single,4,Product_D,5,51.43,0.145,PayPal,500,35821,0.142,43.1,Silver,2.2,9,2,1,0,0.074,0.317,2024-06-30,12,Winter,0,115,1,61.3,0.067,8,194,Search,Online,427.5,100.0,184.64,0.516,0.37,60+,Medium,1.4,6,2,2024,494,2023-02,16
C29339,Regular,2023-06-13,38,Female,Finance,25000,Master,Married,3,Product_C,1,60.65,0.13,Digital Wallet,827,26675,0.417,56.0,Gold,3.7,3,70,1,1,0.398,0.312,2023-03-21,12,Summer,0,1,1,40.2,0.115,9,200,Search,Online,719.49,827.0,133.38,0.575,1.72,31-45,Medium,0.9,3,1,2023,-84,2023-06,-3
C29340,VIP,2023-01-29,58,Female,Retail,40111,High School,Married,1,Product_E,1,50.75,0.329,PayPal,5198,15951,0.206,27.6,Silver,4.6,1,3,1,1,0.415,0.206,2023-09-26,9,Fall,0,28,1,81.7,0.005,0,79,Search,Store,3487.858,5198.0,201.91,0.585,13.55,46-60,Premium,1.1,9,3,2023,240,2023-01,8
C29341,Regular,2023-10-10,43,Non-binary,Finance,25000,High School,Divorced,2,Product_B,3,45.97,0.069,Bank Transfer,1683,9222,0.719,37.7,Silver,2.4,1,1,0,0,0.161,0.197,2024-11-19,9,Winter,0,48,1,69.5,0.081,7,222,Search,Online,1566.873,561.0,41.54,0.307,5.45,31-45,High,1.4,11,4,2024,406,2023-10,13
C29342,Regular,2023-11-25,32,Female,Education,25000,High School,Single,1,Product_E,2,179.03,0.108,Credit Card,959,4177,0.384,25.9,Silver,1.9,1,109,1,1,0.375,0.017,2024-03-13,8,Summer,0,20,1,83.3,0.068,12,50,Email,Online,855.428,479.5,83.54,0.458,7.37,31-45,High,0.9,3,1,2024,109,2023-11,4
C29343,Regular,2023-10-24,30,Female,Retail,25000,Bachelor,Single,4,Product_B,1,78.91,0.431,Credit Card,2234,8857,0.206,21.7,Bronze,2.7,1,37,1,1,0.401,0.069,2023-02-21,19,Spring,0,39,1,86.8,0.034,11,193,Social,App,1271.146,2234.0,45.89,0.521,2.38,18-30,Premium,1.2,2,1,2023,-245,2023-10,-8
C29344,Regular,2023-03-09,25,Female,Education,79034,High School,Married,4,Product_C,2,56.69,0.465,PayPal,423,58244,0.159,37.8,Silver,3.3,6,3,1,0,0.401,0.223,2023-11-09,20,Fall,0,15,1,69.3,0.119,0,237,Referral,Store,226.30499999999998,211.5,245.76,0.586,0.28,18-30,Low,1.1,11,4,2023,245,2023-03,8
C29345,Regular,2023-03-09,30,Female,Retail,126862,Bachelor,Divorced,5,Product_B,1,180.1,0.271,Credit Card,830,65658,0.555,43.7,Silver,3.3,1,7,1,1,0.592,0.067,2024-05-15,15,Summer,0,27,1,60.3,0.053,7,235,Search,Store,605.0699999999999,830.0,279.4,0.594,1.96,18-30,Medium,0.9,5,2,2024,433,2023-03,14
C29346,New,2023-11-11,58,Male,IT,28158,Master,Divorced,1,Product_A,2,66.15,0.342,Credit Card,558,14867,0.093,40.8,Silver,2.6,5,20,0,3,0.076,0.225,2024-10-25,13,Fall,0,7,1,64.9,0.054,4,59,Email,Phone,367.16399999999993,279.0,251.98,0.279,0.88,46-60,Medium,1.1,10,4,2024,349,2023-11,11
C29347,Regular,2023-09-16,52,Female,Education,59086,Bachelor,Single,5,Product_B,3,25.12,0.485,Digital Wallet,302,6112,0.67,10.7,Bronze,1.0,5,10,0,2,0.301,0.337,2024-10-12,8,Winter,0,1,0,93.2,0.077,2,50,Referral,Store,155.53,100.67,122.24,0.386,4.05,46-60,Low,1.4,10,4,2024,392,2023-09,13
C29348,Regular,2023-04-14,23,Female,Retail,186407,High School,Single,7,Product_E,2,141.25,0.232,Credit Card,429,40311,0.272,11.5,Bronze,1.0,3,116,1,0,0.499,0.295,2024-02-25,19,Summer,0,28,1,92.9,0.023,1,136,Direct,Online,329.472,214.5,296.4,0.575,0.86,18-30,Medium,0.9,2,1,2024,317,2023-04,10
C29349,Regular,2023-01-23,18,Female,Healthcare,28979,High School,Single,1,Product_B,1,32.89,0.074,PayPal,579,9123,0.115,24.5,Bronze,1.9,13,67,0,3,0.63,0.293,2023-04-07,10,Winter,0,9,1,84.6,0.022,0,117,Email,Online,536.154,579.0,77.97,0.44,0.57,18-30,Medium,1.4,4,2,2023,74,2023-01,3
C29350,New,2023-10-30,25,Female,Other,64848,High School,Single,1,Product_D,3,746.94,0.118,Digital Wallet,148,15144,0.545,26.0,Silver,1.2,2,16,1,0,0.42,0.16,2023-10-28,15,Summer,1,59,1,83.2,0.067,4,120,Email,Store,130.536,49.33,126.2,0.565,0.67,18-30,Low,0.9,10,4,2023,-2,2023-10,0
C29351,New,2023-03-19,30,Female,Manufacturing,53211,Bachelor,Divorced,3,Product_A,1,34.43,0.168,Digital Wallet,901,15078,0.555,44.4,Silver,3.7,8,80,1,0,0.711,0.805,2023-08-16,16,Summer,1,4,1,59.2,0.004,0,130,Social,Store,749.632,901.0,115.98,0.811,3.85,18-30,Medium,0.9,8,3,2023,150,2023-03,5
C29352,New,2023-03-16,37,Female,Healthcare,65037,Bachelor,Single,1,Product_C,1,33.21,0.279,Bank Transfer,2977,40056,0.214,48.5,Silver,3.9,4,8,1,2,0.415,0.013,2024-04-11,11,Winter,1,2,0,52.5,0.018,0,175,Social,Online,2146.417,2977.0,228.89,0.524,3.64,31-45,Premium,1.4,4,2,2024,392,2023-03,13
C29353,New,2023-02-08,59,Female,IT,25000,High School,Single,4,Product_A,4,37.41,0.336,Credit Card,869,9923,0.357,22.9,Bronze,1.4,9,17,1,1,0.607,0.003,2024-06-01,11,Summer,1,75,1,85.9,0.018,4,472,Email,Store,577.016,217.25,21.02,0.574,0.66,46-60,Medium,0.9,6,2,2024,479,2023-02,16
C29354,Regular,2023-04-25,33,Male,Retail,29213,Bachelor,Married,4,Product_A,3,133.82,0.067,Credit Card,2334,11384,0.152,45.1,Silver,3.8,1,24,1,0,0.353,0.503,2024-06-19,8,Summer,0,93,0,58.1,0.055,11,154,Email,Online,2177.6220000000003,778.0,73.92,0.644,2.3,31-45,Premium,0.9,6,2,2024,421,2023-04,14
C29355,Regular,2023-04-16,67,Female,Education,46431,PhD,Married,1,Product_C,2,108.99,0.432,Digital Wallet,489,2005,0.812,6.1,Bronze,1.0,6,26,1,2,0.645,0.114,2023-09-26,17,Winter,0,15,1,94.9,0.082,2,50,Social,Online,277.752,244.5,40.1,0.613,7.94,60+,Medium,1.4,9,3,2023,163,2023-04,5
C29356,VIP,2023-08-26,18,Female,Education,76206,Bachelor,Married,3,Product_B,5,18.86,0.334,Credit Card,5567,52100,0.6,37.0,Silver,3.9,4,15,1,3,0.482,0.008,2023-10-10,19,Spring,0,33,1,70.4,0.021,2,50,Referral,Phone,3707.6219999999994,1113.4,1042.0,0.539,66.8,18-30,Premium,1.2,10,4,2023,45,2023-08,2
C29357,New,2023-01-16,36,Female,Manufacturing,63556,High School,Married,1,Product_C,6,73.6,0.414,Bank Transfer,194,6468,0.17,5.5,Bronze,1.0,16,45,0,1,0.358,0.157,2023-08-06,14,Summer,0,40,1,95.1,0.117,0,134,Email,Store,113.68400000000001,32.33,48.27,0.33,0.25,31-45,Low,0.9,8,3,2023,202,2023-01,7
C29358,VIP,2023-05-10,53,Male,Manufacturing,153508,Master,Divorced,1,Product_C,1,167.4,0.236,Credit Card,1580,103364,0.147,37.9,Silver,3.0,6,18,0,0,0.5,0.074,2024-04-13,16,Spring,0,160,0,69.2,0.01,2,58,Social,Online,1207.1200000000001,1580.0,1782.14,0.362,4.0,46-60,High,1.2,4,2,2024,339,2023-05,11
C29359,Regular,2023-12-08,54,Male,Healthcare,25000,Master,Single,1,Product_D,3,117.18,0.27,Bank Transfer,414,9652,0.59,32.4,Silver,3.0,1,8,1,0,0.349,0.107,2023-02-22,21,Winter,0,59,1,76.3,0.038,0,69,Search,Online,302.21999999999997,138.0,139.88,0.532,3.54,46-60,Low,1.4,2,1,2023,-289,2023-12,-10
C29360,VIP,2023-06-14,36,Female,Education,34425,High School,Married,2,Product_C,1,64.86,0.044,Bank Transfer,3082,5376,0.514,27.7,Silver,2.4,6,14,1,2,0.086,0.128,2024-02-10,17,Fall,0,27,1,81.5,0.046,5,50,Search,App,2946.392,3082.0,107.52,0.457,31.68,31-45,Premium,1.1,2,1,2024,241,2023-06,8
C29361,VIP,2023-12-25,57,Female,Finance,25769,PhD,Married,3,Product_A,4,26.97,0.337,PayPal,8157,5543,0.265,28.6,Silver,4.9,4,38,1,2,0.524,0.153,2024-01-20,16,Winter,0,43,0,80.6,0.008,5,71,Social,Store,5408.091,2039.25,78.07,0.582,30.45,46-60,Premium,1.4,1,1,2024,26,2023-12,1
C29362,Regular,2023-01-22,54,Female,Finance,35265,Bachelor,Married,3,Product_D,3,130.42,0.14,Credit Card,1148,16947,0.493,34.5,Silver,2.7,4,115,0,0,0.521,0.136,2023-03-26,18,Summer,1,13,0,73.8,0.043,6,92,Email,App,987.28,382.67,184.21,0.334,6.15,46-60,High,0.9,3,1,2023,63,2023-01,2
C29363,Regular,2023-04-21,31,Male,Finance,84460,Bachelor,Divorced,1,Product_D,1,270.17,0.157,Bank Transfer,1215,42496,0.208,42.3,Silver,2.1,7,27,1,0,0.636,0.321,2024-07-09,17,Winter,0,11,0,62.6,0.018,1,64,Search,App,1024.245,1215.0,664.0,0.672,3.95,31-45,High,1.4,7,3,2024,445,2023-04,15
C29364,VIP,2023-11-28,46,Female,Manufacturing,34964,High School,Married,2,Product_E,2,51.61,0.085,Digital Wallet,100,528,0.368,2.8,Bronze,1.0,11,21,1,1,0.435,0.111,2024-04-07,10,Summer,0,18,1,95.9,0.005,15,52,Referral,Online,91.5,50.0,10.15,0.552,0.71,46-60,Low,0.9,4,2,2024,131,2023-11,5
C29365,Regular,2023-09-21,52,Male,IT,81876,Master,Married,2,Product_D,3,114.62,0.332,PayPal,1280,44974,0.338,32.6,Silver,1.8,8,4,0,0,0.386,0.821,2024-10-29,7,Spring,0,58,0,76.1,0.038,10,50,Social,Store,855.04,426.67,899.48,0.56,8.65,46-60,High,1.2,10,4,2024,404,2023-09,13
C29366,Regular,2023-07-29,32,Female,Other,42182,Bachelor,Married,4,Product_D,1,145.45,0.417,Bank Transfer,1380,6776,0.228,23.3,Bronze,2.1,3,13,0,0,0.127,0.002,2023-12-26,10,Spring,0,62,1,85.6,0.024,6,87,Email,Online,804.54,1380.0,77.89,0.232,3.62,31-45,High,1.2,12,4,2023,150,2023-07,5
C29367,Regular,2023-01-09,67,Female,Manufacturing,35196,Master,Married,1,Product_B,5,127.08,0.036,Credit Card,447,4277,0.569,8.1,Bronze,1.1,1,11,0,0,0.33,0.271,2024-03-01,13,Fall,0,69,1,94.2,0.027,0,50,Search,Online,430.90799999999996,89.4,85.54,0.374,5.09,60+,Medium,1.1,3,1,2024,417,2023-01,14
C29368,Regular,2023-09-12,29,Female,Education,63055,High School,Married,2,Product_D,3,65.44,0.53,Credit Card,4379,36433,0.419,45.8,Silver,5.0,3,31,1,5,0.292,0.225,2023-09-20,14,Winter,1,41,1,57.0,0.028,1,67,Referral,Online,2058.13,1459.67,543.78,0.538,27.39,18-30,Premium,1.4,9,3,2023,8,2023-09,0
C29369,Regular,2023-03-26,44,Male,Other,88213,High School,Married,2,Product_E,2,57.69,0.246,Bank Transfer,672,26100,0.507,27.5,Silver,2.5,3,3,0,0,0.107,0.047,2024-02-29,16,Spring,0,31,1,81.8,0.062,3,74,Social,Online,506.688,336.0,352.7,0.245,4.6,31-45,Medium,1.2,2,1,2024,340,2023-03,11
C29370,New,2023-11-14,23,Female,Healthcare,54726,Bachelor,Married,2,Product_D,4,39.58,0.274,Credit Card,1149,28614,0.459,26.5,Silver,2.2,6,2,1,0,0.502,0.053,2024-04-23,6,Spring,0,39,1,82.7,0.002,3,190,Social,Online,834.174,287.25,150.6,0.565,2.78,18-30,High,1.2,4,2,2024,161,2023-11,5
C29371,Regular,2023-06-02,43,Male,IT,65292,Bachelor,Divorced,1,Product_D,4,12.77,0.18,Bank Transfer,298,14948,0.508,12.1,Bronze,1.0,5,115,1,0,0.133,0.022,2023-05-15,17,Spring,0,12,1,92.6,0.074,1,50,Social,Phone,244.36,74.5,298.96,0.383,3.03,31-45,Low,1.2,5,2,2023,-18,2023-06,-1
C29372,VIP,2023-04-10,25,Male,Retail,25000,Master,Married,3,Product_A,2,114.46,0.212,PayPal,3678,7468,0.149,48.5,Silver,4.0,6,16,1,0,0.167,0.044,2024-11-26,11,Fall,0,2,0,52.6,0.171,3,72,Search,App,2898.264,1839.0,103.72,0.455,7.61,18-30,Premium,1.1,11,4,2024,596,2023-04,19
C29373,VIP,2023-01-18,37,Male,IT,44533,High School,Divorced,2,Product_E,1,49.09,0.086,Credit Card,5510,19535,0.174,28.7,Silver,3.9,2,62,0,0,0.237,0.534,2024-02-02,11,Fall,0,153,1,80.5,0.004,0,189,Direct,Store,5036.14,5510.0,103.36,0.397,5.07,31-45,Premium,1.1,2,1,2024,380,2023-01,13
C29374,Regular,2023-07-30,18,Female,Retail,100443,PhD,Divorced,1,Product_B,2,24.8,0.342,PayPal,1128,29013,0.611,25.7,Silver,1.1,2,5,0,0,0.714,0.334,2023-08-28,14,Fall,0,3,1,83.4,0.038,5,244,Social,Online,742.2239999999999,564.0,118.91,0.512,2.82,18-30,High,1.1,8,3,2023,29,2023-07,1
C29375,Regular,2023-03-13,53,Male,Manufacturing,105347,Bachelor,Single,1,Product_C,4,45.3,0.123,Digital Wallet,707,77128,0.649,42.7,Silver,2.9,4,76,1,3,0.63,0.017,2024-02-18,12,Fall,0,80,0,61.9,0.007,3,187,Social,Online,620.039,176.75,412.45,0.552,2.45,46-60,Medium,1.1,2,1,2024,342,2023-03,11
C29376,Regular,2023-09-15,47,Non-binary,Healthcare,62583,Bachelor,Married,1,Product_D,2,46.46,0.057,PayPal,726,6046,0.536,8.2,Bronze,1.0,5,96,0,0,0.236,0.025,2024-07-20,18,Winter,0,46,1,94.2,0.064,5,66,Referral,App,684.6179999999999,363.0,91.61,0.226,5.9,46-60,Medium,1.4,7,3,2024,309,2023-09,10
C29377,VIP,2023-08-23,58,Female,Other,54201,Master,Married,4,Product_A,2,164.35,0.198,PayPal,4103,13519,0.375,16.1,Bronze,3.7,3,42,1,5,0.472,0.296,2023-03-10,14,Summer,0,38,1,90.5,0.022,26,131,Social,Online,3290.606,2051.5,103.2,0.607,11.75,46-60,Premium,0.9,3,1,2023,-166,2023-08,-5
C29378,Regular,2023-04-07,36,Female,Other,33742,High School,Married,2,Product_D,4,42.14,0.12,Credit Card,109,6243,0.25,15.3,Bronze,1.0,6,9,1,0,0.3,0.01,2024-01-12,14,Winter,0,14,1,91.0,0.063,2,68,Direct,Online,95.92,27.25,91.81,0.488,0.4,31-45,Low,1.4,1,1,2024,280,2023-04,9
C29379,Regular,2023-05-21,59,Male,Finance,81399,Master,Married,2,Product_C,2,98.33,0.159,Credit Card,1450,24685,0.305,34.8,Silver,2.2,3,65,1,1,0.29,0.582,2024-11-05,14,Spring,1,22,0,73.4,0.01,7,50,Referral,Store,1219.45,725.0,493.7,0.626,8.85,46-60,High,1.2,11,4,2024,534,2023-05,18
C29380,Regular,2023-06-21,42,Male,Other,52155,Master,Married,2,Product_A,5,38.72,0.262,Credit Card,815,33534,0.19,51.5,Gold,2.8,1,49,0,1,0.92,0.391,2023-11-01,15,Fall,0,1,1,47.5,0.084,9,144,Social,Online,601.47,163.0,232.88,0.566,1.08,31-45,Medium,1.1,11,4,2023,133,2023-06,5
C29381,New,2023-03-05,43,Male,Retail,55502,High School,Single,3,Product_E,3,95.16,0.022,Credit Card,443,32316,0.182,35.6,Silver,2.1,1,9,1,0,0.407,0.185,2024-12-11,13,Fall,0,13,1,72.3,0.025,3,50,Social,Store,433.254,147.67,646.32,0.573,1.61,31-45,Medium,1.1,12,4,2024,647,2023-03,21
C29382,Regular,2023-03-12,73,Non-binary,Manufacturing,25000,Bachelor,Married,1,Product_B,1,13.62,0.047,Credit Card,933,8941,0.566,19.8,Bronze,1.4,4,1,1,1,0.409,0.031,2023-03-31,3,Spring,1,79,1,88.2,0.052,1,58,Social,Online,889.149,933.0,154.16,0.531,9.1,60+,Medium,1.2,3,1,2023,19,2023-03,0
C29383,VIP,2023-10-21,34,Male,Education,51733,PhD,Married,2,Product_C,1,74.28,0.121,Bank Transfer,155,1490,0.771,2.2,Bronze,1.0,8,53,1,1,0.37,0.425,2024-06-15,10,Summer,0,21,0,96.0,0.081,3,125,Search,Store,136.245,155.0,11.92,0.609,0.96,31-45,Low,0.9,6,2,2024,238,2023-10,8
